id,name,slug,description,price,sale_price,category_id,image_url,ingredients,ingredient_details,is_vegan_certified,stock_quantity,created_at
7e1f91b6-4a9c-4338-8bb3-6913d95bac49,히알루론산 딥 하이드레이팅 토너,toner-01,풍부한 비타민C 성분으로 첫 단계부터 깊은 수분을 채워주는 에센스 토너입니다.,26000,,8cc9cd2e-b317-4803-ab19-9547212762ae,/images/products/toner-01.webp,"[""비타민C"", ""로즈마리"", ""마데카소사이드"", ""라벤더추출물"", ""카모마일추출물"", ""아줄렌"", ""어성초추출물""]","[{""name"": ""비타민C"", ""role"": ""미백/항산화"", ""origin"": ""호주"", ""grade"": ""자체 인증""}, {""name"": ""로즈마리"", ""role"": ""항산화"", ""origin"": ""미국"", ""grade"": ""EWG 1등급""}, {""name"": ""마데카소사이드"", ""role"": ""진정/재생"", ""origin"": ""독일"", ""grade"": ""EWG 1등급""}, {""name"": ""라벤더추출물"", ""role"": ""진정/항균"", ""origin"": ""프랑스"", ""grade"": ""EWG 1등급""}, {""name"": ""카모마일추출물"", ""role"": ""진정"", ""origin"": ""일본"", ""grade"": ""EWG 1등급""}, {""name"": ""아줄렌"", ""role"": ""진정/항염"", ""origin"": ""독일"", ""grade"": ""EWG 1등급""}, {""name"": ""어성초추출물"", ""role"": ""진정/항균"", ""origin"": ""프랑스"", ""grade"": ""EWG 1등급""}]",True,65,2025-04-01T00:00:00+09:00
dda0c490-c889-4338-b6d0-34e8ead900a4,녹차 밸런싱 토너,toner-02,풍부한 세라마이드 성분으로 첫 단계부터 깊은 수분을 채워주는 에센스 토너입니다.,25000,22400.0,8cc9cd2e-b317-4803-ab19-9547212762ae,/images/products/toner-02.webp,"[""세라마이드"", ""프로폴리스"", ""녹차추출물"", ""병풀추출물(시카)"", ""레시틴""]","[{""name"": ""세라마이드"", ""role"": ""피부장벽 강화"", ""origin"": ""프랑스"", ""grade"": ""EWG 1등급""}, {""name"": ""프로폴리스"", ""role"": ""영양/보호"", ""origin"": ""미국"", ""grade"": ""자체 인증""}, {""name"": ""녹차추출물"", ""role"": ""항산화/진정"", ""origin"": ""독일"", ""grade"": ""EWG 1등급""}, {""name"": ""병풀추출물(시카)"", ""role"": ""재생/진정"", ""origin"": ""프랑스"", ""grade"": ""EWG 2등급""}, {""name"": ""레시틴"", ""role"": ""유화/보습"", ""origin"": ""스위스"", ""grade"": ""EWG 1등급""}]",True,74,2025-04-01T00:00:00+09:00
3fa5b2f1-0288-4752-ad94-380d444fc9ed,병풀 시카 리페어 토너,toner-03,세안 후 피부 pH 밸런스를 맞춰주는 약산성 토너입니다. 비타민C 성분이 피부 결을 정돈하고 다음 스킨케어 흡수를 도와줍니다.,23000,,8cc9cd2e-b317-4803-ab19-9547212762ae,/images/products/toner-03.webp,"[""비타민C"", ""비타민E"", ""시어버터"", ""카모마일추출물"", ""히알루론산""]","[{""name"": ""비타민C"", ""role"": ""미백/항산화"", ""origin"": ""한국"", ""grade"": ""EWG 1등급""}, {""name"": ""비타민E"", ""role"": ""항산화/보호"", ""origin"": ""일본"", ""grade"": ""EWG 2등급""}, {""name"": ""시어버터"", ""role"": ""보습/보호"", ""origin"": ""한국"", ""grade"": ""EWG 1등급""}, {""name"": ""카모마일추출물"", ""role"": ""진정"", ""origin"": ""프랑스"", ""grade"": ""EWG 1등급""}, {""name"": ""히알루론산"", ""role"": ""보습"", ""origin"": ""프랑스"", ""grade"": ""EWG 1등급""}]",True,121,2025-04-01T00:00:00+09:00
35abdb91-c3f9-4459-a920-79a1c41ab9dd,나이아신아마이드 브라이트닝 토너,toner-04,세안 후 피부 pH 밸런스를 맞춰주는 약산성 토너입니다. 백련추출물 성분이 피부 결을 정돈하고 다음 스킨케어 흡수를 도와줍니다.,29000,23400.0,8cc9cd2e-b317-4803-ab19-9547212762ae,/images/products/toner-04.webp,"[""백련추출물"", ""시어버터"", ""어성초추출물"", ""마데카소사이드"", ""티트리"", ""히알루론산""]","[{""name"": ""백련추출물"", ""role"": ""미백/보습"", ""origin"": ""한국"", ""grade"": ""자체 인증""}, {""name"": ""시어버터"", ""role"": ""보습/보호"", ""origin"": ""스위스"", ""grade"": ""EWG 1등급""}, {""name"": ""어성초추출물"", ""role"": ""진정/항균"", ""origin"": ""호주"", ""grade"": ""EWG 1등급""}, {""name"": ""마데카소사이드"", ""role"": ""진정/재생"", ""origin"": ""프랑스"", ""grade"": ""EWG 2등급""}, {""name"": ""티트리"", ""role"": ""진정/항균"", ""origin"": ""한국"", ""grade"": ""EWG 1등급""}, {""name"": ""히알루론산"", ""role"": ""보습"", ""origin"": ""한국"", ""grade"": ""자체 인증""}]",True,117,2025-04-01T00:00:00+09:00
cdf24446-7969-47e4-9efe-ba05aa57a067,캘린듈라 카밍 토너,toner-05,세안 후 피부 pH 밸런스를 맞춰주는 약산성 토너입니다. 백련추출물 성분이 피부 결을 정돈하고 다음 스킨케어 흡수를 도와줍니다.,29000,24000.0,8cc9cd2e-b317-4803-ab19-9547212762ae,/images/products/toner-05.webp,"[""백련추출물"", ""마데카소사이드"", ""레시틴"", ""아줄렌"", ""코엔자임Q10"", ""캘린듈라"", ""로즈마리"", ""판테놀""]","[{""name"": ""백련추출물"", ""role"": ""미백/보습"", ""origin"": ""한국"", ""grade"": ""EWG 1등급""}, {""name"": ""마데카소사이드"", ""role"": ""진정/재생"", ""origin"": ""독일"", ""grade"": ""EWG 1등급""}, {""name"": ""레시틴"", ""role"": ""유화/보습"", ""origin"": ""일본"", ""grade"": ""EWG 1등급""}, {""name"": ""아줄렌"", ""role"": ""진정/항염"", ""origin"": ""독일"", ""grade"": ""EWG 1등급""}, {""name"": ""코엔자임Q10"", ""role"": ""항산화/탄력"", ""origin"": ""스위스"", ""grade"": ""EWG 1등급""}, {""name"": ""캘린듈라"", ""role"": ""진정/보호"", ""origin"": ""한국"", ""grade"": ""자체 인증""}, {""name"": ""로즈마리"", ""role"": ""항산화"", ""origin"": ""한국"", ""grade"": ""EWG 2등급""}, {""name"": ""판테놀"", ""role"": ""보습/진정"", ""origin"": ""한국"", ""grade"": ""EWG 1등급""}]",True,110,2025-04-01T00:00:00+09:00
7110ef62-7fa2-444b-b7f3-8c7938bc6bdb,판테놀 수분장벽 토너,toner-06,풍부한 아데노신 성분으로 첫 단계부터 깊은 수분을 채워주는 에센스 토너입니다.,28000,22700.0,8cc9cd2e-b317-4803-ab19-9547212762ae,/images/products/toner-06.webp,"[""아데노신"", ""글리세린"", ""히알루론산"", ""세라마이드""]","[{""name"": ""아데노신"", ""role"": ""주름개선"", ""origin"": ""미국"", ""grade"": ""EWG 1등급""}, {""name"": ""글리세린"", ""role"": ""보습"", ""origin"": ""독일"", ""grade"": ""EWG 1등급""}, {""name"": ""히알루론산"", ""role"": ""보습"", ""origin"": ""일본"", ""grade"": ""EWG 1등급""}, {""name"": ""세라마이드"", ""role"": ""피부장벽 강화"", ""origin"": ""미국"", ""grade"": ""EWG 1등급""}]",True,117,2025-04-01T00:00:00+09:00
289389a7-e95d-417f-afaf-b1de6fb588db,아줄렌 민감 진정 토너,toner-07,세안 후 피부 pH 밸런스를 맞춰주는 약산성 토너입니다. 스쿠알란 성분이 피부 결을 정돈하고 다음 스킨케어 흡수를 도와줍니다.,28000,23300.0,8cc9cd2e-b317-4803-ab19-9547212762ae,/images/products/toner-07.webp,"[""스쿠알란"", ""라벤더추출물"", ""세라마이드"", ""나이아신아마이드"", ""비타민E"", ""글리세린""]","[{""name"": ""스쿠알란"", ""role"": ""보습/유연"", ""origin"": ""한국"", ""grade"": ""EWG 1등급""}, {""name"": ""라벤더추출물"", ""role"": ""진정/항균"", ""origin"": ""독일"", ""grade"": ""EWG 1등급""}, {""name"": ""세라마이드"", ""role"": ""피부장벽 강화"", ""origin"": ""일본"", ""grade"": ""EWG 2등급""}, {""name"": ""나이아신아마이드"", ""role"": ""미백/톤 개선"", ""origin"": ""프랑스"", ""grade"": ""EWG 1등급""}, {""name"": ""비타민E"", ""role"": ""항산화/보호"", ""origin"": ""프랑스"", ""grade"": ""EWG 1등급""}, {""name"": ""글리세린"", ""role"": ""보습"", ""origin"": ""독일"", ""grade"": ""EWG 2등급""}]",True,185,2025-04-01T00:00:00+09:00
fe2f36a8-af28-42dd-9780-08a30408647a,프로폴리스 영양 토너,toner-08,세안 후 피부 pH 밸런스를 맞춰주는 약산성 토너입니다. 판테놀 성분이 피부 결을 정돈하고 다음 스킨케어 흡수를 도와줍니다.,22000,,8cc9cd2e-b317-4803-ab19-9547212762ae,/images/products/toner-08.webp,"[""판테놀"", ""레시틴"", ""티트리"", ""캘린듈라"", ""병풀추출물(시카)"", ""시어버터"", ""라벤더추출물""]","[{""name"": ""판테놀"", ""role"": ""보습/진정"", ""origin"": ""일본"", ""grade"": ""EWG 1등급""}, {""name"": ""레시틴"", ""role"": ""유화/보습"", ""origin"": ""프랑스"", ""grade"": ""EWG 2등급""}, {""name"": ""티트리"", ""role"": ""진정/항균"", ""origin"": ""프랑스"", ""grade"": ""EWG 2등급""}, {""name"": ""캘린듈라"", ""role"": ""진정/보호"", ""origin"": ""스위스"", ""grade"": ""EWG 1등급""}, {""name"": ""병풀추출물(시카)"", ""role"": ""재생/진정"", ""origin"": ""호주"", ""grade"": ""EWG 1등급""}, {""name"": ""시어버터"", ""role"": ""보습/보호"", ""origin"": ""스위스"", ""grade"": ""EWG 1등급""}, {""name"": ""라벤더추출물"", ""role"": ""진정/항균"", ""origin"": ""미국"", ""grade"": ""EWG 1등급""}]",True,120,2025-04-01T00:00:00+09:00
e5778131-260d-44cc-812a-bf50537e2e58,베타글루칸 보습 에센스 토너,toner-09,세안 후 피부 pH 밸런스를 맞춰주는 약산성 토너입니다. 병풀추출물(시카) 성분이 피부 결을 정돈하고 다음 스킨케어 흡수를 도와줍니다.,22000,18100.0,8cc9cd2e-b317-4803-ab19-9547212762ae,/images/products/toner-09.webp,"[""병풀추출물(시카)"", ""알로에"", ""카모마일추출물"", ""비타민E"", ""마데카소사이드"", ""아줄렌"", ""비타민C"", ""백련추출물""]","[{""name"": ""병풀추출물(시카)"", ""role"": ""재생/진정"", ""origin"": ""한국"", ""grade"": ""EWG 1등급""}, {""name"": ""알로에"", ""role"": ""수분/진정"", ""origin"": ""미국"", ""grade"": ""자체 인증""}, {""name"": ""카모마일추출물"", ""role"": ""진정"", ""origin"": ""독일"", ""grade"": ""EWG 1등급""}, {""name"": ""비타민E"", ""role"": ""항산화/보호"", ""origin"": ""일본"", ""grade"": ""EWG 1등급""}, {""name"": ""마데카소사이드"", ""role"": ""진정/재생"", ""origin"": ""프랑스"", ""grade"": ""EWG 1등급""}, {""name"": ""아줄렌"", ""role"": ""진정/항염"", ""origin"": ""한국"", ""grade"": ""EWG 1등급""}, {""name"": ""비타민C"", ""role"": ""미백/항산화"", ""origin"": ""스위스"", ""grade"": ""자체 인증""}, {""name"": ""백련추출물"", ""role"": ""미백/보습"", ""origin"": ""한국"", ""grade"": ""EWG 2등급""}]",True,103,2025-04-01T00:00:00+09:00
dc37b3ea-07ab-4524-96e8-5d9e9ad41eef,감초 화이트닝 토너,toner-10,세안 후 피부 pH 밸런스를 맞춰주는 약산성 토너입니다. 어성초추출물 성분이 피부 결을 정돈하고 다음 스킨케어 흡수를 도와줍니다.,32000,28400.0,8cc9cd2e-b317-4803-ab19-9547212762ae,/images/products/toner-10.webp,"[""어성초추출물"", ""시어버터"", ""비타민C"", ""글리세린"", ""카모마일추출물"", ""캘린듈라"", ""녹차추출물""]","[{""name"": ""어성초추출물"", ""role"": ""진정/항균"", ""origin"": ""스위스"", ""grade"": ""EWG 2등급""}, {""name"": ""시어버터"", ""role"": ""보습/보호"", ""origin"": ""호주"", ""grade"": ""EWG 1등급""}, {""name"": ""비타민C"", ""role"": ""미백/항산화"", ""origin"": ""미국"", ""grade"": ""자체 인증""}, {""name"": ""글리세린"", ""role"": ""보습"", ""origin"": ""스위스"", ""grade"": ""자체 인증""}, {""name"": ""카모마일추출물"", ""role"": ""진정"", ""origin"": ""스위스"", ""grade"": ""EWG 2등급""}, {""name"": ""캘린듈라"", ""role"": ""진정/보호"", ""origin"": ""미국"", ""grade"": ""EWG 2등급""}, {""name"": ""녹차추출물"", ""role"": ""항산화/진정"", ""origin"": ""일본"", ""grade"": ""EWG 1등급""}]",True,77,2025-04-01T00:00:00+09:00
1692ab85-3c94-493a-bb5b-04c9871912de,병풀 시카 리페어 세럼,serum-01,고농축 녹차추출물 성분이 피부 깊숙이 침투하여 집중 케어합니다. 가벼운 텍스처로 빠르게 흡수됩니다.,44000,,e7832075-80b8-45b8-94d4-1ebee9d25ab3,/images/products/serum-01.webp,"[""녹차추출물"", ""로즈마리"", ""해바라기씨오일"", ""비타민E"", ""호호바오일"", ""판테놀""]","[{""name"": ""녹차추출물"", ""role"": ""항산화/진정"", ""origin"": ""프랑스"", ""grade"": ""EWG 1등급""}, {""name"": ""로즈마리"", ""role"": ""항산화"", ""origin"": ""프랑스"", ""grade"": ""EWG 1등급""}, {""name"": ""해바라기씨오일"", ""role"": ""보습/영양"", ""origin"": ""일본"", ""grade"": ""EWG 2등급""}, {""name"": ""비타민E"", ""role"": ""항산화/보호"", ""origin"": ""스위스"", ""grade"": ""EWG 1등급""}, {""name"": ""호호바오일"", ""role"": ""보습/밸런싱"", ""origin"": ""미국"", ""grade"": ""EWG 1등급""}, {""name"": ""판테놀"", ""role"": ""보습/진정"", ""origin"": ""미국"", ""grade"": ""자체 인증""}]",True,187,2025-04-01T00:00:00+09:00
9b487ffb-d090-4b09-be91-da480d044aca,비타민C 브라이트닝 세럼,serum-02,어성초추출물(이)가 피부 고민을 타겟 케어하는 프리미엄 비건 세럼입니다.,42000,,e7832075-80b8-45b8-94d4-1ebee9d25ab3,/images/products/serum-02.webp,"[""어성초추출물"", ""병풀추출물(시카)"", ""알로에""]","[{""name"": ""어성초추출물"", ""role"": ""진정/항균"", ""origin"": ""한국"", ""grade"": ""EWG 1등급""}, {""name"": ""병풀추출물(시카)"", ""role"": ""재생/진정"", ""origin"": ""호주"", ""grade"": ""EWG 1등급""}, {""name"": ""알로에"", ""role"": ""수분/진정"", ""origin"": ""스위스"", ""grade"": ""EWG 1등급""}]",True,180,2025-04-01T00:00:00+09:00
25b49a34-5a45-4171-9b74-7a29bc2852ce,히알루론산 3중 보습 앰플,serum-03,고농축 로즈마리 성분이 피부 깊숙이 침투하여 집중 케어합니다. 가벼운 텍스처로 빠르게 흡수됩니다.,35000,,e7832075-80b8-45b8-94d4-1ebee9d25ab3,/images/products/serum-03.webp,"[""로즈마리"", ""병풀추출물(시카)"", ""히알루론산"", ""아줄렌"", ""비타민C"", ""나이아신아마이드"", ""프로폴리스""]","[{""name"": ""로즈마리"", ""role"": ""항산화"", ""origin"": ""일본"", ""grade"": ""EWG 1등급""}, {""name"": ""병풀추출물(시카)"", ""role"": ""재생/진정"", ""origin"": ""미국"", ""grade"": ""자체 인증""}, {""name"": ""히알루론산"", ""role"": ""보습"", ""origin"": ""독일"", ""grade"": ""EWG 1등급""}, {""name"": ""아줄렌"", ""role"": ""진정/항염"", ""origin"": ""스위스"", ""grade"": ""EWG 1등급""}, {""name"": ""비타민C"", ""role"": ""미백/항산화"", ""origin"": ""일본"", ""grade"": ""EWG 1등급""}, {""name"": ""나이아신아마이드"", ""role"": ""미백/톤 개선"", ""origin"": ""미국"", ""grade"": ""EWG 1등급""}, {""name"": ""프로폴리스"", ""role"": ""영양/보호"", ""origin"": ""호주"", ""grade"": ""EWG 2등급""}]",True,191,2025-04-01T00:00:00+09:00
0ffb48e0-d66c-4853-a822-4bac813a5403,나이아신아마이드 포어 세럼,serum-04,레시틴(이)가 피부 고민을 타겟 케어하는 프리미엄 비건 세럼입니다.,36000,30000.0,e7832075-80b8-45b8-94d4-1ebee9d25ab3,/images/products/serum-04.webp,"[""레시틴"", ""카모마일추출물"", ""알로에"", ""글리세린"", ""아데노신"", ""판테놀""]","[{""name"": ""레시틴"", ""role"": ""유화/보습"", ""origin"": ""독일"", ""grade"": ""EWG 2등급""}, {""name"": ""카모마일추출물"", ""role"": ""진정"", ""origin"": ""일본"", ""grade"": ""EWG 1등급""}, {""name"": ""알로에"", ""role"": ""수분/진정"", ""origin"": ""호주"", ""grade"": ""EWG 2등급""}, {""name"": ""글리세린"", ""role"": ""보습"", ""origin"": ""독일"", ""grade"": ""EWG 2등급""}, {""name"": ""아데노신"", ""role"": ""주름개선"", ""origin"": ""호주"", ""grade"": ""EWG 1등급""}, {""name"": ""판테놀"", ""role"": ""보습/진정"", ""origin"": ""미국"", ""grade"": ""EWG 1등급""}]",True,171,2025-04-01T00:00:00+09:00
ec705f3e-b67b-4ce9-858e-59ab201b5106,세라마이드 장벽 리페어 앰플,serum-05,고농축 프로폴리스 성분이 피부 깊숙이 침투하여 집중 케어합니다. 가벼운 텍스처로 빠르게 흡수됩니다.,37000,,e7832075-80b8-45b8-94d4-1ebee9d25ab3,/images/products/serum-05.webp,"[""프로폴리스"", ""레시틴"", ""베타글루칸"", ""글리세린"", ""스쿠알란""]","[{""name"": ""프로폴리스"", ""role"": ""영양/보호"", ""origin"": ""스위스"", ""grade"": ""자체 인증""}, {""name"": ""레시틴"", ""role"": ""유화/보습"", ""origin"": ""프랑스"", ""grade"": ""EWG 2등급""}, {""name"": ""베타글루칸"", ""role"": ""보습/면역강화"", ""origin"": ""프랑스"", ""grade"": ""EWG 2등급""}, {""name"": ""글리세린"", ""role"": ""보습"", ""origin"": ""프랑스"", ""grade"": ""EWG 1등급""}, {""name"": ""스쿠알란"", ""role"": ""보습/유연"", ""origin"": ""프랑스"", ""grade"": ""자체 인증""}]",True,68,2025-04-01T00:00:00+09:00
